x, y, z, T
0.19685,0.125984,0.174987,0.174987
0.19685,0.133858,0.185292,0.185292
0.19685,0.141732,0.195484,0.195484
0.19685,0.149606,0.205556,0.205556
0.19685,0.15748,0.215502,0.215502
0.19685,0.165354,0.225317,0.225317
0.19685,0.173228,0.234993,0.234993
0.19685,0.181102,0.244526,0.244526
0.19685,0.188976,0.253909,0.253909
0.19685,0.19685,0.263137,0.263137
0.19685,0.204724,0.272203,0.272203
0.19685,0.212598,0.281104,0.281104
0.19685,0.220472,0.289832,0.289832
0.19685,0.228346,0.298382,0.298382
0.19685,0.23622,0.306751,0.306751
0.19685,0.244094,0.314931,0.314931
0.19685,0.251969,0.322919,0.322919
0.19685,0.259843,0.330709,0.330709
0.19685,0.267717,0.338297,0.338297
0.19685,0.275591,0.345678,0.345678
0.19685,0.283465,0.352847,0.352847
0.19685,0.291339,0.3598,0.3598
0.19685,0.299213,0.366534,0.366534
0.19685,0.307087,0.373042,0.373042
0.19685,0.314961,0.379323,0.379323
0.19685,0.322835,0.385371,0.385371
0.19685,0.330709,0.391184,0.391184
0.19685,0.338583,0.396757,0.396757
0.19685,0.346457,0.402088,0.402088
0.19685,0.354331,0.407172,0.407172
0.19685,0.362205,0.412007,0.412007
0.19685,0.370079,0.41659,0.41659
0.19685,0.377953,0.420918,0.420918
0.19685,0.385827,0.424989,0.424989
0.19685,0.393701,0.428799,0.428799
0.19685,0.401575,0.432347,0.432347
0.19685,0.409449,0.43563,0.43563
0.19685,0.417323,0.438647,0.438647
0.19685,0.425197,0.441395,0.441395
0.19685,0.433071,0.443873,0.443873
0.19685,0.440945,0.446079,0.446079
0.19685,0.448819,0.448013,0.448013
0.19685,0.456693,0.449672,0.449672
0.19685,0.464567,0.451055,0.451055
0.19685,0.472441,0.452163,0.452163
0.19685,0.480315,0.452994,0.452994
0.19685,0.488189,0.453548,0.453548
0.19685,0.496063,0.453824,0.453824
0.19685,0.503937,0.453822,0.453822
0.19685,0.511811,0.453542,0.453542
0.19685,0.519685,0.452985,0.452985
0.19685,0.527559,0.45215,0.45215
0.19685,0.535433,0.451038,0.451038
0.19685,0.543307,0.449651,0.449651
0.19685,0.551181,0.447988,0.447988
0.19685,0.559055,0.446051,0.446051
0.19685,0.566929,0.44384,0.44384
0.19685,0.574803,0.441358,0.441358
0.19685,0.582677,0.438606,0.438606
0.19685,0.590551,0.435585,0.435585
0.19685,0.598425,0.432298,0.432298
0.19685,0.606299,0.428747,0.428747
0.19685,0.614173,0.424935,0.424935
0.19685,0.622047,0.420863,0.420863
0.19685,0.629921,0.416535,0.416535
0.19685,0.637795,0.411952,0.411952
0.19685,0.645669,0.407118,0.407118
0.19685,0.653543,0.402036,0.402036
0.19685,0.661417,0.396708,0.396708
0.19685,0.669291,0.391138,0.391138
0.19685,0.677165,0.385328,0.385328
0.19685,0.685039,0.379283,0.379283
0.19685,0.692913,0.373005,0.373005
0.19685,0.700787,0.366498,0.366498
0.19685,0.708661,0.359768,0.359768
0.19685,0.716535,0.352816,0.352816
0.19685,0.724409,0.345649,0.345649
0.19685,0.732283,0.338271,0.338271
0.19685,0.740157,0.330685,0.330685
0.19685,0.748031,0.322896,0.322896
0.19685,0.755906,0.31491,0.31491
0.19685,0.76378,0.306731,0.306731
0.19685,0.771654,0.298364,0.298364
0.19685,0.779528,0.289815,0.289815
0.19685,0.787402,0.281088,0.281088
0.19685,0.795276,0.272189,0.272189
0.19685,0.80315,0.263123,0.263123
0.19685,0.811024,0.253896,0.253896
0.19685,0.818898,0.244514,0.244514
0.19685,0.826772,0.234982,0.234982
0.19685,0.834646,0.225306,0.225306
0.19685,0.84252,0.215493,0.215493
0.19685,0.850394,0.205547,0.205547
0.19685,0.858268,0.195476,0.195476
0.19685,0.866142,0.185285,0.185285
0.19685,0.874016,0.174981,0.174981
0.19685,0.88189,0.164569,0.164569
0.19685,0.889764,0.154057,0.154057
0.19685,0.897638,0.14345,0.14345
0.19685,0.905512,0.132756,0.132756
0.19685,0.913386,0.12198,0.12198
0.19685,0.92126,0.11113,0.11113
0.19685,0.929134,0.100212,0.100212
0.19685,0.937008,0.0892324,0.0892324
0.19685,0.944882,0.0781982,0.0781982
0.19685,0.952756,0.0671162,0.0671162
0.19685,0.96063,0.055993,0.055993
0.19685,0.968504,0.0448356,0.0448356
0.19685,0.976378,0.0336507,0.0336507
0.19685,0.984252,0.0224453,0.0224453
0.19685,0.992126,0.0112261,0.0112261
0.19685,1,0,0
0.204724,0,0,0
0.204724,0.00787402,0.0116131,0.0116131
0.204724,0.015748,0.0232191,0.0232191
0.204724,0.023622,0.0348109,0.0348109
0.204724,0.0314961,0.0463815,0.0463815
0.204724,0.0393701,0.0579236,0.0579236
0.204724,0.0472441,0.0694304,0.0694304
0.204724,0.0551181,0.0808946,0.0808946
0.204724,0.0629921,0.0923095,0.0923095
0.204724,0.0708661,0.103668,0.103668
0.204724,0.0787402,0.114963,0.114963
0.204724,0.0866142,0.126187,0.126187
0.204724,0.0944882,0.137335,0.137335
0.204724,0.102362,0.148398,0.148398
0.204724,0.110236,0.159371,0.159371
0.204724,0.11811,0.170246,0.170246
0.204724,0.125984,0.181017,0.181017
0.204724,0.133858,0.191677,0.191677
0.204724,0.141732,0.20222,0.20222
0.204724,0.149606,0.212639,0.212639
0.204724,0.15748,0.222928,0.222928
0.204724,0.165354,0.23308,0.23308
0.204724,0.173228,0.24309,0.24309
0.204724,0.181102,0.252951,0.252951
0.204724,0.188976,0.262658,0.262658
0.204724,0.19685,0.272203,0.272203
0.204724,0.204724,0.281583,0.281583
0.204724,0.212598,0.290789,0.290789
0.204724,0.220472,0.299818,0.299818
0.204724,0.228346,0.308664,0.308664
0.204724,0.23622,0.31732,0.31732
0.204724,0.244094,0.325783,0.325783
0.204724,0.251969,0.334046,0.334046
0.204724,0.259843,0.342104,0.342104
0.204724,0.267717,0.349953,0.349953
0.204724,0.275591,0.357588,0.357588
0.204724,0.283465,0.365005,0.365005
0.204724,0.291339,0.372198,0.372198
0.204724,0.299213,0.379163,0.379163
0.204724,0.307087,0.385896,0.385896
0.204724,0.314961,0.392393,0.392393
0.204724,0.322835,0.39865,0.39865
0.204724,0.330709,0.404663,0.404663
0.204724,0.338583,0.410428,0.410428
0.204724,0.346457,0.415942,0.415942
0.204724,0.354331,0.421202,0.421202
0.204724,0.362205,0.426203,0.426203
0.204724,0.370079,0.430944,0.430944
0.204724,0.377953,0.435422,0.435422
0.204724,0.385827,0.439632,0.439632
0.204724,0.393701,0.443574,0.443574
0.204724,0.401575,0.447244,0.447244
0.204724,0.409449,0.45064,0.45064
0.204724,0.417323,0.453761,0.453761
0.204724,0.425197,0.456604,0.456604
0.204724,0.433071,0.459167,0.459167
0.204724,0.440945,0.46145,0.46145
0.204724,0.448819,0.463449,0.463449
0.204724,0.456693,0.465166,0.465166
0.204724,0.464567,0.466597,0.466597
0.204724,0.472441,0.467743,0.467743
0.204724,0.480315,0.468603,0.468603
0.204724,0.488189,0.469175,0.469175
0.204724,0.496063,0.469461,0.469461
0.204724,0.503937,0.469459,0.469459
0.204724,0.511811,0.469169,0.469169
0.204724,0.519685,0.468593,0.468593
0.204724,0.527559,0.467729,0.467729
0.204724,0.535433,0.46658,0.46658
0.204724,0.543307,0.465144,0.465144
0.204724,0.551181,0.463424,0.463424
0.204724,0.559055,0.46142,0.46142
0.204724,0.566929,0.459133,0.459133
0.204724,0.574803,0.456566,0.456566
0.204724,0.582677,0.453719,0.453719
0.204724,0.590551,0.450594,0.450594
0.204724,0.598425,0.447193,0.447193
0.204724,0.606299,0.44352,0.44352
0.204724,0.614173,0.439576,0.439576
0.204724,0.622047,0.435365,0.435365
0.204724,0.629921,0.430887,0.430887
0.204724,0.637795,0.426146,0.426146
0.204724,0.645669,0.421146,0.421146
0.204724,0.653543,0.415888,0.415888
0.204724,0.661417,0.410378,0.410378
0.204724,0.669291,0.404615,0.404615
0.204724,0.677165,0.398605,0.398605
0.204724,0.685039,0.392351,0.392351
0.204724,0.692913,0.385857,0.385857
0.204724,0.700787,0.379127,0.379127
0.204724,0.708661,0.372164,0.372164
0.204724,0.716535,0.364973,0.364973
0.204724,0.724409,0.357559,0.357559
0.204724,0.732283,0.349926,0.349926
0.204724,0.740157,0.342079,0.342079
0.204724,0.748031,0.334022,0.334022
0.204724,0.755906,0.325761,0.325761
0.204724,0.76378,0.3173,0.3173
0.204724,0.771654,0.308645,0.308645
0.204724,0.779528,0.299801,0.299801
0.204724,0.787402,0.290773,0.290773
0.204724,0.795276,0.281567,0.281567
0.204724,0.80315,0.272189,0.272189
0.204724,0.811024,0.262644,0.262644
0.204724,0.818898,0.252939,0.252939
0.204724,0.826772,0.243079,0.243079
0.204724,0.834646,0.233069,0.233069
0.204724,0.84252,0.222918,0.222918
0.204724,0.850394,0.21263,0.21263
0.204724,0.858268,0.202211,0.202211
0.204724,0.866142,0.191669,0.191669
0.204724,0.874016,0.18101,0.18101
0.204724,0.88189,0.170239,0.170239
0.204724,0.889764,0.159365,0.159365
0.204724,0.897638,0.148393,0.148393
0.204724,0.905512,0.13733,0.13733
0.204724,0.913386,0.126183,0.126183
0.204724,0.92126,0.114959,0.114959
0.204724,0.929134,0.103665,0.103665
0.204724,0.937008,0.092307,0.092307
0.204724,0.944882,0.0808926,0.0808926
0.204724,0.952756,0.0694287,0.0694287
0.204724,0.96063,0.0579223,0.0579223
0.204724,0.968504,0.0463805,0.0463805
0.204724,0.976378,0.0348102,0.0348102
0.204724,0.984252,0.0232187,0.0232187
0.204724,0.992126,0.0116129,0.0116129
0.204724,1,0,0
0.212598,0,0,0
0.212598,0.00787402,0.0119928,0.0119928
0.212598,0.015748,0.0239783,0.0239783
0.212598,0.023622,0.0359491,0.0359491
0.212598,0.0314961,0.047898,0.047898
0.212598,0.0393701,0.0598176,0.0598176
0.212598,0.0472441,0.0717005,0.0717005
0.212598,0.0551181,0.0835396,0.0835396
0.212598,0.0629921,0.0953277,0.0953277
0.212598,0.0708661,0.107057,0.107057
0.212598,0.0787402,0.118722,0.118722
0.212598,0.0866142,0.130313,0.130313
0.212598,0.0944882,0.141825,0.141825
0.212598,0.102362,0.15325,0.15325
0.212598,0.110236,0.164582,0.164582
0.212598,0.11811,0.175812,0.175812
0.212598,0.125984,0.186935,0.186935
0.212598,0.133858,0.197944,0.197944
0.212598,0.141732,0.208832,0.208832
0.212598,0.149606,0.219591,0.219591
0.212598,0.15748,0.230217,0.230217
0.212598,0.165354,0.240701,0.240701
0.212598,0.173228,0.251038,0.251038
0.212598,0.181102,0.261222,0.261222
0.212598,0.188976,0.271246,0.271246
0.212598,0.19685,0.281104,0.281104
0.212598,0.204724,0.290789,0.290789
0.212598,0.212598,0.300297,0.300297
0.212598,0.220472,0.309621,0.309621
0.212598,0.228346,0.318756,0.318756
0.212598,0.23622,0.327695,0.327695
0.212598,0.244094,0.336435,0.336435
0.212598,0.251969,0.344968,0.344968
0.212598,0.259843,0.35329,0.35329
0.212598,0.267717,0.361396,0.361396
0.212598,0.275591,0.36928,0.36928
0.212598,0.283465,0.376939,0.376939
0.212598,0.291339,0.384367,0.384367
0.212598,0.299213,0.39156,0.39156
0.212598,0.307087,0.398514,0.398514
0.212598,0.314961,0.405223,0.405223
0.212598,0.322835,0.411684,0.411684
0.212598,0.330709,0.417894,0.417894
0.212598,0.338583,0.423848,0.423848
0.212598,0.346457,0.429542,0.429542
0.212598,0.354331,0.434974,0.434974
0.212598,0.362205,0.440139,0.440139
0.212598,0.370079,0.445035,0.445035
0.212598,0.377953,0.449658,0.449658
0.212598,0.385827,0.454007,0.454007
0.212598,0.393701,0.458077,0.458077
0.212598,0.401575,0.461867,0.461867
0.212598,0.409449,0.465375,0.465375
0.212598,0.417323,0.468598,0.468598
0.212598,0.425197,0.471533,0.471533
0.212598,0.433071,0.474181,0.474181
0.212598,0.440945,0.476537,0.476537
0.212598,0.448819,0.478603,0.478603
0.212598,0.456693,0.480375,0.480375
0.212598,0.464567,0.481853,0.481853
0.212598,0.472441,0.483037,0.483037
0.212598,0.480315,0.483924,0.483924
0.212598,0.488189,0.484516,0.484516
0.212598,0.496063,0.48481,0.48481
0.212598,0.503937,0.484808,0.484808
0.212598,0.511811,0.48451,0.48451
0.212598,0.519685,0.483914,0.483914
0.212598,0.527559,0.483023,0.483023
0.212598,0.535433,0.481835,0.481835
0.212598,0.543307,0.480353,0.480353
0.212598,0.551181,0.478576,0.478576
0.212598,0.559055,0.476507,0.476507
0.212598,0.566929,0.474146,0.474146
0.212598,0.574803,0.471494,0.471494
0.212598,0.582677,0.468554,0.468554
0.212598,0.590551,0.465327,0.465327
0.212598,0.598425,0.461815,0.461815
0.212598,0.606299,0.458021,0.458021
0.212598,0.614173,0.453949,0.453949
0.212598,0.622047,0.4496,0.4496
0.212598,0.629921,0.444975,0.444975
0.212598,0.637795,0.44008,0.44008
0.212598,0.645669,0.434916,0.434916
0.212598,0.653543,0.429487,0.429487
0.212598,0.661417,0.423796,0.423796
0.212598,0.669291,0.417845,0.417845
0.212598,0.677165,0.411639,0.411639
0.212598,0.685039,0.40518,0.40518
0.212598,0.692913,0.398473,0.398473
0.212598,0.700787,0.391523,0.391523
0.212598,0.708661,0.384332,0.384332
0.212598,0.716535,0.376907,0.376907
0.212598,0.724409,0.36925,0.36925
0.212598,0.732283,0.361367,0.361367
0.212598,0.740157,0.353264,0.353264
0.212598,0.748031,0.344943,0.344943
0.212598,0.755906,0.336412,0.336412
0.212598,0.76378,0.327674,0.327674
0.212598,0.771654,0.318736,0.318736
0.212598,0.779528,0.309603,0.309603
0.212598,0.787402,0.30028,0.30028
0.212598,0.795276,0.290774,0.290774
0.212598,0.80315,0.281089,0.281089
0.212598,0.811024,0.271232,0.271232
0.212598,0.818898,0.261209,0.261209
0.212598,0.826772,0.251026,0.251026
0.212598,0.834646,0.24069,0.24069
0.212598,0.84252,0.230206,0.230206
0.212598,0.850394,0.219582,0.219582
0.212598,0.858268,0.208823,0.208823
0.212598,0.866142,0.197936,0.197936
0.212598,0.874016,0.186928,0.186928
0.212598,0.88189,0.175806,0.175806
0.212598,0.889764,0.164576,0.164576
0.212598,0.897638,0.153245,0.153245
0.212598,0.905512,0.14182,0.14182
0.212598,0.913386,0.130309,0.130309
0.212598,0.92126,0.118718,0.118718
0.212598,0.929134,0.107054,0.107054
0.212598,0.937008,0.0953251,0.0953251
0.212598,0.944882,0.0835376,0.0835376
0.212598,0.952756,0.0716988,0.0716988
0.212598,0.96063,0.0598162,0.0598162
0.212598,0.968504,0.047897,0.047897
0.212598,0.976378,0.0359484,0.0359484
0.212598,0.984252,0.0239778,0.0239778
0.212598,0.992126,0.0119926,0.0119926
0.212598,1,0,0
0.220472,0,0,0
0.220472,0.00787402,0.0123652,0.0123652
0.220472,0.015748,0.0247228,0.0247228
0.220472,0.023622,0.0370653,0.0370653
0.220472,0.0314961,0.0493852,0.0493852
0.220472,0.0393701,0.0616749,0.0616749
0.220472,0.0472441,0.0739268,0.0739268
0.220472,0.0551181,0.0861335,0.0861335
0.220472,0.0629921,0.0982876,0.0982876
0.220472,0.0708661,0.110382,0.110382
0.220472,0.0787402,0.122408,0.122408
0.220472,0.0866142,0.13436,0.13436
0.220472,0.0944882,0.146229,0.146229
0.220472,0.102362,0.158009,0.158009
0.220472,0.110236,0.169692,0.169692
0.220472,0.11811,0.181271,0.181271
0.220472,0.125984,0.19274,0.19274
0.220472,0.133858,0.20409,0.20409
0.220472,0.141732,0.215316,0.215316
0.220472,0.149606,0.22641,0.22641
0.220472,0.15748,0.237365,0.237365
0.220472,0.165354,0.248175,0.248175
0.220472,0.173228,0.258833,0.258833
0.220472,0.181102,0.269333,0.269333
0.220472,0.188976,0.279668,0.279668
0.220472,0.19685,0.289832,0.289832
0.220472,0.204724,0.299818,0.299818
0.220472,0.212598,0.309621,0.309621
0.220472,0.220472,0.319235,0.319235
0.220472,0.228346,0.328653,0.328653
0.220472,0.23622,0.33787,0.33787
0.220472,0.244094,0.346881,0.346881
0.220472,0.251969,0.355679,0.355679
0.220472,0.259843,0.364259,0.364259
0.220472,0.267717,0.372617,0.372617
0.220472,0.275591,0.380746,0.380746
0.220472,0.283465,0.388643,0.388643
0.220472,0.291339,0.396302,0.396302
0.220472,0.299213,0.403718,0.403718
0.220472,0.307087,0.410887,0.410887
0.220472,0.314961,0.417805,0.417805
0.220472,0.322835,0.424467,0.424467
0.220472,0.330709,0.430869,0.430869
0.220472,0.338583,0.437008,0.437008
0.220472,0.346457,0.442879,0.442879
0.220472,0.354331,0.448479,0.448479
0.220472,0.362205,0.453805,0.453805
0.220472,0.370079,0.458853,0.458853
0.220472,0.377953,0.46362,0.46362
0.220472,0.385827,0.468103,0.468103
0.220472,0.393701,0.4723,0.4723
0.220472,0.401575,0.476208,0.476208
0.220472,0.409449,0.479825,0.479825
0.220472,0.417323,0.483147,0.483147
0.220472,0.425197,0.486174,0.486174
0.220472,0.433071,0.488904,0.488904
0.220472,0.440945,0.491334,0.491334
0.220472,0.448819,0.493463,0.493463
0.220472,0.456693,0.495291,0.495291
0.220472,0.464567,0.496815,0.496815
0.220472,0.472441,0.498035,0.498035
0.220472,0.480315,0.49895,0.49895
0.220472,0.488189,0.49956,0.49956
0.220472,0.496063,0.499864,0.499864
0.220472,0.503937,0.499862,0.499862
0.220472,0.511811,0.499553,0.499553
0.220472,0.519685,0.49894,0.49894
0.220472,0.527559,0.49802,0.49802
0.220472,0.535433,0.496796,0.496796
0.220472,0.543307,0.495268,0.495268
0.220472,0.551181,0.493436,0.493436
0.220472,0.559055,0.491302,0.491302
0.220472,0.566929,0.488868,0.488868
0.220472,0.574803,0.486134,0.486134
0.220472,0.582677,0.483102,0.483102
0.220472,0.590551,0.479775,0.479775
0.220472,0.598425,0.476154,0.476154
0.220472,0.606299,0.472243,0.472243
0.220472,0.614173,0.468044,0.468044
0.220472,0.622047,0.46356,0.46356
0.220472,0.629921,0.458792,0.458792
0.220472,0.637795,0.453744,0.453744
0.220472,0.645669,0.44842,0.44842
0.220472,0.653543,0.442822,0.442822
0.220472,0.661417,0.436954,0.436954
0.220472,0.669291,0.430819,0.430819
0.220472,0.677165,0.42442,0.42442
0.220472,0.685039,0.417761,0.417761
0.220472,0.692913,0.410846,0.410846
0.220472,0.700787,0.403679,0.403679
0.220472,0.708661,0.396266,0.396266
0.220472,0.716535,0.388609,0.388609
0.220472,0.724409,0.380715,0.380715
0.220472,0.732283,0.372588,0.372588
0.220472,0.740157,0.364232,0.364232
0.220472,0.748031,0.355654,0.355654
0.220472,0.755906,0.346857,0.346857
0.220472,0.76378,0.337849,0.337849
0.220472,0.771654,0.328633,0.328633
0.220472,0.779528,0.319216,0.319216
0.220472,0.787402,0.309604,0.309604
0.220472,0.795276,0.299802,0.299802
0.220472,0.80315,0.289817,0.289817
0.220472,0.811024,0.279654,0.279654
0.220472,0.818898,0.26932,0.26932
0.220472,0.826772,0.258821,0.258821
0.220472,0.834646,0.248163,0.248163
0.220472,0.84252,0.237354,0.237354
0.220472,0.850394,0.2264,0.2264
0.220472,0.858268,0.215307,0.215307
0.220472,0.866142,0.204082,0.204082
0.220472,0.874016,0.192732,0.192732
0.220472,0.88189,0.181264,0.181264
0.220472,0.889764,0.169686,0.169686
0.220472,0.897638,0.158003,0.158003
0.220472,0.905512,0.146224,0.146224
0.220472,0.913386,0.134355,0.134355
0.220472,0.92126,0.122404,0.122404
0.220472,0.929134,0.110378,0.110378
0.220472,0.937008,0.0982849,0.0982849
0.220472,0.944882,0.0861314,0.0861314
0.220472,0.952756,0.073925,0.073925
0.220472,0.96063,0.0616735,0.0616735
0.220472,0.968504,0.0493841,0.0493841
0.220472,0.976378,0.0370646,0.0370646
0.220472,0.984252,0.0247223,0.0247223
0.220472,0.992126,0.012365,0.012365
0.220472,1,0,0
0.228346,0,0,0
0.228346,0.00787402,0.01273,0.01273
0.228346,0.015748,0.0254522,0.0254522
0.228346,0.023622,0.0381589,0.0381589
0.228346,0.0314961,0.0508422,0.0508422
0.228346,0.0393701,0.0634944,0.0634944
0.228346,0.0472441,0.0761078,0.0761078
0.228346,0.0551181,0.0886746,0.0886746
0.228346,0.0629921,0.101187,0.101187
0.228346,0.0708661,0.113638,0.113638
0.228346,0.0787402,0.126019,0.126019
0.228346,0.0866142,0.138324,0.138324
0.228346,0.0944882,0.150543,0.150543
0.228346,0.102362,0.16267,0.16267
0.228346,0.110236,0.174698,0.174698
0.228346,0.11811,0.186619,0.186619
0.228346,0.125984,0.198426,0.198426
0.228346,0.133858,0.210111,0.210111
0.228346,0.141732,0.221668,0.221668
0.228346,0.149606,0.233089,0.233089
0.228346,0.15748,0.244368,0.244368
0.228346,0.165354,0.255497,0.255497
0.228346,0.173228,0.266469,0.266469
0.228346,0.181102,0.277279,0.277279
0.228346,0.188976,0.287919,0.287919
0.228346,0.19685,0.298383,0.298383
0.228346,0.204724,0.308664,0.308664
0.228346,0.212598,0.318756,0.318756
0.228346,0.220472,0.328653,0.328653
0.228346,0.228346,0.338349,0.338349
0.228346,0.23622,0.347838,0.347838
0.228346,0.244094,0.357115,0.357115
0.228346,0.251969,0.366172,0.366172
0.228346,0.259843,0.375006,0.375006
0.228346,0.267717,0.38361,0.38361
0.228346,0.275591,0.391979,0.391979
0.228346,0.283465,0.400109,0.400109
0.228346,0.291339,0.407994,0.407994
0.228346,0.299213,0.415629,0.415629
0.228346,0.307087,0.423009,0.423009
0.228346,0.314961,0.430131,0.430131
0.228346,0.322835,0.43699,0.43699
0.228346,0.330709,0.443581,0.443581
0.228346,0.338583,0.449901,0.449901
0.228346,0.346457,0.455945,0.455945
0.228346,0.354331,0.461711,0.461711
0.228346,0.362205,0.467193,0.467193
0.228346,0.370079,0.47239,0.47239
0.228346,0.377953,0.477298,0.477298
0.228346,0.385827,0.481914,0.481914
0.228346,0.393701,0.486234,0.486234
0.228346,0.401575,0.490258,0.490258
0.228346,0.409449,0.493981,0.493981
0.228346,0.417323,0.497401,0.497401
0.228346,0.425197,0.500518,0.500518
0.228346,0.433071,0.503328,0.503328
0.228346,0.440945,0.505829,0.505829
0.228346,0.448819,0.508022,0.508022
0.228346,0.456693,0.509903,0.509903
0.228346,0.464567,0.511472,0.511472
0.228346,0.472441,0.512728,0.512728
0.228346,0.480315,0.51367,0.51367
0.228346,0.488189,0.514298,0.514298
0.228346,0.496063,0.514611,0.514611
0.228346,0.503937,0.514609,0.514609
0.228346,0.511811,0.514292,0.514292
0.228346,0.519685,0.51366,0.51366
0.228346,0.527559,0.512713,0.512713
0.228346,0.535433,0.511453,0.511453
0.228346,0.543307,0.509879,0.509879
0.228346,0.551181,0.507994,0.507994
0.228346,0.559055,0.505797,0.505797
0.228346,0.566929,0.503291,0.503291
0.228346,0.574803,0.500476,0.500476
0.228346,0.582677,0.497355,0.497355
0.228346,0.590551,0.49393,0.49393
0.228346,0.598425,0.490202,0.490202
0.228346,0.606299,0.486175,0.486175
0.228346,0.614173,0.481852,0.481852
0.228346,0.622047,0.477236,0.477236
0.228346,0.629921,0.472327,0.472327
0.228346,0.637795,0.467131,0.467131
0.228346,0.645669,0.46165,0.46165
0.228346,0.653543,0.455886,0.455886
0.228346,0.661417,0.449846,0.449846
0.228346,0.669291,0.443529,0.443529
0.228346,0.677165,0.436941,0.436941
0.228346,0.685039,0.430086,0.430086
0.228346,0.692913,0.422967,0.422967
0.228346,0.700787,0.415589,0.415589
0.228346,0.708661,0.407957,0.407957
0.228346,0.716535,0.400074,0.400074
0.228346,0.724409,0.391947,0.391947
0.228346,0.732283,0.38358,0.38358
0.228346,0.740157,0.374978,0.374978
0.228346,0.748031,0.366146,0.366146
0.228346,0.755906,0.357091,0.357091
0.228346,0.76378,0.347816,0.347816
0.228346,0.771654,0.338329,0.338329
0.228346,0.779528,0.328634,0.328634
0.228346,0.787402,0.318738,0.318738
0.228346,0.795276,0.308647,0.308647
0.228346,0.80315,0.298367,0.298367
0.228346,0.811024,0.287904,0.287904
0.228346,0.818898,0.277265,0.277265
0.228346,0.826772,0.266457,0.266457
0.228346,0.834646,0.255485,0.255485
0.228346,0.84252,0.244357,0.244357
0.228346,0.850394,0.233079,0.233079
0.228346,0.858268,0.221659,0.221659
0.228346,0.866142,0.210103,0.210103
0.228346,0.874016,0.198418,0.198418
0.228346,0.88189,0.186612,0.186612
0.228346,0.889764,0.174692,0.174692
0.228346,0.897638,0.162665,0.162665
0.228346,0.905512,0.150538,0.150538
0.228346,0.913386,0.138319,0.138319
0.228346,0.92126,0.126015,0.126015
0.228346,0.929134,0.113635,0.113635
0.228346,0.937008,0.101185,0.101185
0.228346,0.944882,0.0886725,0.0886725
0.228346,0.952756,0.076106,0.076106
0.228346,0.96063,0.063493,0.063493
0.228346,0.968504,0.0508411,0.0508411
0.228346,0.976378,0.0381581,0.0381581
0.228346,0.984252,0.0254517,0.0254517
0.228346,0.992126,0.0127298,0.0127298
0.228346,1,0,0
0.23622,0,0,0
0.23622,0.00787402,0.013087,0.013087
0.23622,0.015748,0.026166,0.026166
0.23622,0.023622,0.039229,0.039229
0.23622,0.0314961,0.0522681,0.0522681
0.23622,0.0393701,0.0652752,0.0652752
0.23622,0.0472441,0.0782423,0.0782423
0.23622,0.0551181,0.0911615,0.0911615
0.23622,0.0629921,0.104025,0.104025
0.23622,0.0708661,0.116825,0.116825
0.23622,0.0787402,0.129554,0.129554
0.23622,0.0866142,0.142203,0.142203
0.23622,0.0944882,0.154765,0.154765
0.23622,0.102362,0.167233,0.167233
0.23622,0.110236,0.179598,0.179598
0.23622,0.11811,0.191853,0.191853
0.23622,0.125984,0.203991,0.203991
0.23622,0.133858,0.216004,0.216004
0.23622,0.141732,0.227885,0.227885
0.23622,0.149606,0.239626,0.239626
0.23622,0.15748,0.251221,0.251221
0.23622,0.165354,0.262662,0.262662
0.23622,0.173228,0.273943,0.273943
0.23622,0.181102,0.285055,0.285055
0.23622,0.188976,0.295994,0.295994
0.23622,0.19685,0.306751,0.306751
0.23622,0.204724,0.31732,0.31732
0.23622,0.212598,0.327696,0.327696
0.23622,0.220472,0.33787,0.33787
0.23622,0.228346,0.347838,0.347838
0.23622,0.23622,0.357594,0.357594
0.23622,0.244094,0.36713,0.36713
0.23622,0.251969,0.376442,0.376442
0.23622,0.259843,0.385523,0.385523
0.23622,0.267717,0.394368,0.394368
0.23622,0.275591,0.402973,0.402973
0.23622,0.283465,0.41133,0.41133
0.23622,0.291339,0.419436,0.419436
0.23622,0.299213,0.427285,0.427285
0.23622,0.307087,0.434873,0.434873
0.23622,0.314961,0.442194,0.442194
0.23622,0.322835,0.449245,0.449245
0.23622,0.330709,0.456021,0.456021
0.23622,0.338583,0.462518,0.462518
0.23622,0.346457,0.468732,0.468732
0.23622,0.354331,0.474659,0.474659
0.23622,0.362205,0.480296,0.480296
0.23622,0.370079,0.485639,0.485639
0.23622,0.377953,0.490684,0.490684
0.23622,0.385827,0.495429,0.495429
0.23622,0.393701,0.499871,0.499871
0.23622,0.401575,0.504007,0.504007
0.23622,0.409449,0.507835,0.507835
0.23622,0.417323,0.511351,0.511351
0.23622,0.425197,0.514555,0.514555
0.23622,0.433071,0.517444,0.517444
0.23622,0.440945,0.520016,0.520016
0.23622,0.448819,0.522269,0.522269
0.23622,0.456693,0.524203,0.524203
0.23622,0.464567,0.525816,0.525816
0.23622,0.472441,0.527108,0.527108
0.23622,0.480315,0.528076,0.528076
0.23622,0.488189,0.528722,0.528722
0.23622,0.496063,0.529043,0.529043
0.23622,0.503937,0.529041,0.529041
0.23622,0.511811,0.528715,0.528715
0.23622,0.519685,0.528065,0.528065
0.23622,0.527559,0.527092,0.527092
0.23622,0.535433,0.525797,0.525797
0.23622,0.543307,0.524179,0.524179
0.23622,0.551181,0.52224,0.52224
